case,case_status,profile_status,scientific_question,expected_contribution,equation,domain,boundary_conditions,method,order,resolution,resolution_flag,ranks,scale,time_integrator,metrics,reference_check,priority,intended_artifact,estimated_seconds,command
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg-kxrcf,1,3,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 3 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,oedg,1,3,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 3 -o 1 -method oedg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg,1,3,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 3 -o 1 -method ofdg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,dg,1,4,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 4 -o 1 -method dg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg-kxrcf,1,4,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 4 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,oedg,1,4,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 4 -o 1 -method oedg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg,1,4,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 4 -o 1 -method ofdg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,dg,2,0,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 0 -o 2 -method dg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg-kxrcf,2,0,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 0 -o 2 -method ofdg-kxrcf -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,oedg,2,0,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 0 -o 2 -method oedg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg,2,0,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 0 -o 2 -method ofdg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,dg,2,1,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 1 -o 2 -method dg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg-kxrcf,2,1,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 1 -o 2 -method ofdg-kxrcf -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,oedg,2,1,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 1 -o 2 -method oedg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg,2,1,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 1 -o 2 -method ofdg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,dg,2,2,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 2 -o 2 -method dg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg-kxrcf,2,2,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 2 -o 2 -method ofdg-kxrcf -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,oedg,2,2,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 2 -o 2 -method oedg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg,2,2,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 2 -o 2 -method ofdg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,dg,2,3,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 3 -o 2 -method dg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg-kxrcf,2,3,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 3 -o 2 -method ofdg-kxrcf -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,oedg,2,3,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 3 -o 2 -method oedg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg,2,3,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 3 -o 2 -method ofdg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,dg,2,4,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 4 -o 2 -method dg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg-kxrcf,2,4,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 4 -o 2 -method ofdg-kxrcf -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,oedg,2,4,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 4 -o 2 -method oedg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg,2,4,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 4 -o 2 -method ofdg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,dg,3,0,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 0 -o 3 -method dg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg-kxrcf,3,0,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 0 -o 3 -method ofdg-kxrcf -cadence auto -scale 1.0
